index,Name,Hall of Fame Class,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
142,Trent Tucker,,1982.0,78.0,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,2.5,0.7,0.1,0.9,8.8
143,Walker Russell,,1982.0,68.0,11.1,2.7,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,1.9,0.2,0.0,1.4,2.7
144,Bob Hansen,,1983.0,55.0,7.6,2.7,1.2,2.6,44.8,0.0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,2.4
145,Bruce Kuczenski,,1983.0,15.0,7.9,1.9,0.7,2.5,27.0,0.0,0.0,0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0,1.0
146,Byron Scott,,1983.0,74.0,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,9.9
147,Clyde Drexler,2004.0,1983.0,82.0,17.2,7.7,3.1,6.8,45.1,0.0,0.0,25,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,8.2
148,Dale Ellis,,1983.0,67.0,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,7.8
149,Dane Suttle,,1983.0,40.0,11.7,6.5,2.7,5.4,50.9,0.0,0.1,0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8,5.7
150,Darrell Walker,,1983.0,82.0,16.1,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4,8.4
151,Darren Daye,,1983.0,75.0,15.7,6.1,2.4,5.4,44.1,0.0,0.1,0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,6.8
152,Derek Harper,,1983.0,82.0,20.9,5.7,2.4,5.5,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,7.3
153,Doc Rivers,,1983.0,81.0,23.9,9.3,3.1,6.7,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,11.3
154,Ennis Whatley,,1983.0,80.0,27.0,8.4,3.3,7.0,46.9,0.0,0.0,0,1.8,2.5,73.0,0.8,1.7,2.5,8.3,1.5,0.2,3.4,13.1
155,Fred Roberts,,1983.0,79.0,19.4,7.3,2.7,5.1,53.6,0.0,0.1,25,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,9.5
156,Granville Waiters,,1983.0,78.0,13.3,3.6,1.6,3.1,51.7,0.0,0.0,0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,6.1
157,Greg Kite,,1983.0,35.0,5.6,1.9,0.9,1.9,45.5,0.0,0.0,0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6,2.1
158,Howard Carter,,1983.0,55.0,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,5.4
159,Jeff Malone,,1983.0,81.0,24.4,12.1,5.0,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,8.3
160,Jim Thomas,,1983.0,72.0,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,6.7
161,John Paxson,,1983.0,49.0,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3.0,0.2,0.0,0.7,4.4
162,Jon Sundvold,,1983.0,73.0,17.6,6.9,3.0,6.7,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,3.3,0.4,0.0,1.1,6.9
163,Larry Micheaux,,1983.0,39.0,8.5,3.1,1.3,2.3,54.4,0.0,0.0,0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5,5.2
164,Leroy Combs,,1983.0,48.0,9.3,4.5,1.7,3.4,49.7,0.0,0.1,0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0,4.0
165,Mitchell Wiggins,,1983.0,82.0,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,2.3,1.3,0.1,1.7,11.5
166,Pace Mannion,,1983.0,57.0,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.8,0.4,0.0,0.4,2.6
167,Paul Thompson,,1983.0,82.0,21.1,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,10.0
168,Ralph Sampson,2012.0,1983.0,82.0,32.8,21.0,8.7,16.7,52.3,0.0,0.0,25,3.5,5.3,66.1,3.6,7.6,11.1,2.0,0.8,2.4,3.6,24.0
169,Randy Breuer,,1983.0,57.0,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,3.2
170,Randy Wittman,,1983.0,78.0,13.7,4.5,2.1,4.1,50.3,0.0,0.1,40,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4,3.9
171,Rod Foster,,1983.0,80.0,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,7.0
172,Rodney McCray,,1983.0,79.0,26.3,10.8,4.2,8.5,49.9,0.0,0.1,25,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,13.4
173,Roy Hinson,,1983.0,80.0,23.2,5.5,2.3,4.6,49.6,0.0,0.0,0,0.9,1.5,59.0,2.2,4.1,6.2,0.9,0.4,1.8,1.4,10.5
174,Russell Cross,,1983.0,45.0,7.9,3.7,1.4,2.5,57.1,0.0,0.0,0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4,3.8
175,Scooter McCray,,1983.0,47.0,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,4.1
176,Sedale Threatt,,1983.0,45.0,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,2.7
177,Sidney Green,,1983.0,49.0,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,5.7
178,Sidney Lowe,,1983.0,78.0,15.9,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,6.7
179,Steve Stipanovich,,1983.0,81.0,30.0,12.0,4.8,10.1,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2.0,14.8
180,Stewart Granger,,1983.0,56.0,13.2,4.5,1.7,4.0,42.9,0.1,0.2,30.8,0.9,1.3,75.7,0.1,0.8,1.0,2.4,0.4,0.0,1.0,4.7
181,Thurl Bailey,,1983.0,81.0,24.8,8.5,3.7,7.3,51.2,0.0,0.0,0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,12.6
182,Alvin Robertson,,1984.0,79.0,21.3,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,11.4
183,Antoine Carr,,1984.0,62.0,19.3,8.0,3.2,6.0,52.8,0.0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7,9.8
184,Bernard Thompson,,1984.0,59.0,9.1,3.3,1.3,3.6,37.3,0.0,0.1,0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,3.2
185,Charles Barkley,2006.0,1984.0,82.0,28.6,14.0,5.2,9.5,54.5,0.0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.9,1.2,1.0,2.5,18.4
186,Charles Jones,,1984.0,78.0,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,10.5
187,Charlie Sitton,,1984.0,43.0,7.1,2.1,0.9,2.2,41.5,0.0,0.0,0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4,2.4
188,Chuck Aleksinas,,1984.0,74.0,15.1,5.1,2.2,4.6,47.8,0.0,0.0,0,0.7,1.0,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1.0,6.0
189,Cory Blackwell,,1984.0,60.0,9.2,3.4,1.5,4.0,36.7,0.0,0.0,0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,2.2
190,Devin Durrant,,1984.0,59.0,12.8,5.1,1.9,4.6,41.6,0.0,0.1,0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3,4.5
191,Eddielee Wilkins,,1984.0,54.0,17.0,5.5,2.1,4.3,49.8,0.0,0.0,0,1.2,2.3,54.1,1.6,3.3,4.9,0.3,0.4,0.3,1.2,7.0
192,Frank Brickowski,,1984.0,78.0,14.3,4.9,1.9,3.9,49.2,0.0,0.1,0,1.1,1.6,66.9,1.0,2.4,3.3,1.3,0.4,0.2,1.3,6.4
193,Gary Plummer,,1984.0,66.0,10.6,3.8,1.4,3.5,39.7,0.0,0.1,25,1.0,1.4,70.7,0.8,1.2,2.0,0.4,0.2,0.2,0.8,3.4
194,Hakeem Olajuwon,2008.0,1984.0,82.0,35.5,20.6,8.3,15.3,53.8,0.0,0.0,0,4.1,6.7,61.3,5.4,6.5,11.9,1.4,1.2,2.7,2.9,25.2
195,Jay Humphries,,1984.0,80.0,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,9.9
196,Jeff Turner,,1984.0,72.0,19.8,5.8,2.4,5.2,45.4,0.0,0.0,0,1.1,1.3,85.9,1.2,1.8,3.0,1.5,0.4,0.1,1.3,6.6
197,Jerome Kersey,,1984.0,77.0,12.4,6.1,2.3,4.8,47.8,0.0,0.0,0,1.5,2.4,64.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9,6.4
198,Jim Petersen,,1984.0,60.0,11.9,3.2,1.2,2.4,48.6,0.0,0.0,-,0.8,1.1,75.8,0.7,1.7,2.5,0.5,0.2,0.5,1.2,4.2
199,John Stockton,2009.0,1984.0,82.0,18.2,5.6,1.9,4.1,47.1,0.0,0.1,18.2,1.7,2.4,73.6,0.3,1.0,1.3,5.1,1.3,0.1,1.8,8.8
200,Ken Bannister,,1984.0,75.0,18.7,6.8,2.8,5.9,47.0,0.0,0.0,0,1.2,2.6,47.4,1.4,3.0,4.4,0.5,0.5,0.5,1.9,6.4
201,Kenny Fields,,1984.0,51.0,10.5,3.8,1.6,3.7,44.0,0.0,0.0,0,0.5,0.7,75.0,0.8,0.8,1.6,0.7,0.2,0.2,0.6,3.7
202,Kevin Willis,,1984.0,82.0,21.8,9.3,3.9,8.4,46.7,0.0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,10.6
203,Lancaster Gordon,,1984.0,63.0,10.8,4.1,1.7,4.6,38.3,0.0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1.0,1.4,0.5,0.1,1.1,3.0
204,Leon Wood,,1984.0,38.0,7.1,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0.0,0.7,2.0
205,Mel Turpin,,1984.0,79.0,24.7,10.6,4.6,9.0,51.1,0.0,0.0,-,1.4,1.8,78.4,2.0,3.8,5.7,0.5,0.5,1.1,1.5,12.1
206,Michael Cage,,1984.0,75.0,21.5,7.1,2.9,5.3,54.3,0.0,0.0,0,1.3,1.8,73.7,1.7,3.5,5.2,0.7,0.6,0.4,1.1,10.0
207,Michael Holton,,1984.0,74.0,23.8,8.4,3.5,7.8,44.6,0.2,0.6,31.1,1.3,1.6,81.4,0.4,1.4,1.8,2.7,0.8,0.1,1.7,7.5
208,Michael Jordan,2009.0,1984.0,82.0,38.3,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2.0,4.5,6.5,5.9,2.4,0.8,3.5,29.2
209,Othell Wilson,,1984.0,74.0,17.0,4.4,1.8,3.9,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,2.9,1.0,0.2,1.3,6.6
210,Otis Thorpe,,1984.0,82.0,23.4,12.8,5.0,8.4,60.0,0.0,0.0,0,2.8,4.5,62.0,2.3,4.5,6.8,1.4,0.4,0.5,2.3,14.5
211,Ozell Jones,,1984.0,67.0,13.3,3.7,1.6,2.7,58.9,0.0,0.0,0,0.5,1.2,39.8,1.0,2.6,3.6,0.8,0.5,0.8,0.9,6.6
212,Peter Thibeaux,,1984.0,51.0,9.0,4.5,1.8,3.8,48.2,0.0,0.0,0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,3.6
213,Rick Carlisle,,1984.0,38.0,4.7,1.8,0.7,1.8,38.8,0.0,0.1,0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5,1.4
214,Ron Anderson,,1984.0,36.0,14.4,5.8,2.3,5.4,43.1,0.0,0.1,50,1.1,1.4,82.0,1.1,1.4,2.4,0.9,0.3,0.2,0.9,5.4
215,Ron Cavenall,,1984.0,53.0,12.3,1.5,0.5,1.6,32.6,0.0,0.0,0,0.4,0.7,56.4,1.0,2.1,3.1,0.4,0.2,0.8,0.8,3.7
216,Sam Bowie,,1984.0,76.0,29.2,10.0,3.9,7.3,53.7,0.0,0.0,0,2.1,3.0,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,18.3
217,Sam Perkins,,1984.0,82.0,28.3,11.0,4.2,9.0,47.1,0.1,0.4,25,2.4,3.0,82.0,2.3,5.1,7.4,1.6,0.8,0.8,1.2,15.0
218,Steve Burtt,,1984.0,47.0,8.9,4.2,1.5,4.0,38.3,0.0,0.0,0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,2.1
219,Steve Colter,,1984.0,78.0,18.7,7.1,2.8,6.1,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,3.1,1.0,0.1,1.4,8.1
220,Stuart Gray,,1984.0,52.0,7.5,2.0,0.7,1.8,38.0,0.0,0.0,0,0.6,0.9,68.1,0.6,1.8,2.4,0.3,0.2,0.3,1.0,2.7
221,Terence Stansbury,,1984.0,74.0,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16,1.4,1.7,81.0,0.5,1.0,1.5,1.7,0.6,0.2,1.1,6.4
222,Tim McCormick,,1984.0,78.0,20.3,9.3,3.4,6.2,55.7,0.0,0.0,0,2.4,3.4,71.5,1.9,3.2,5.1,1.0,0.2,0.4,1.5,10.9
223,Tom Scheffler,,1984.0,39.0,6.9,1.3,0.5,1.3,41.2,0.0,0.0,-,0.3,0.5,50.0,0.5,1.5,1.9,0.3,0.2,0.3,0.4,2.6
224,Tony Brown,,1984.0,82.0,19.3,6.6,2.6,5.7,46.0,0.0,0.1,0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,7.8
225,Tony Campbell,,1984.0,56.0,11.2,5.6,2.3,4.7,49.6,0.0,0.0,0,1.0,1.3,80.0,0.7,0.9,1.6,0.4,0.5,0.1,1.2,4.4
226,Vern Fleming,,1984.0,80.0,31.1,14.1,5.4,11.5,47.0,0.0,0.1,0,3.3,4.2,76.7,1.9,2.2,4.0,3.1,1.2,0.1,2.5,13.0
227,Willie White,,1984.0,39.0,6.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,2.3
228,A.C. Green,,1985.0,82.0,18.8,6.4,2.5,4.7,53.9,0.0,0.1,16.7,1.2,2.0,61.1,2.0,2.7,4.6,0.7,0.6,0.6,1.2,8.7
229,Alfredrick Hughes,,1985.0,68.0,12.7,5.2,2.2,5.5,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,3.6
230,Benoit Benjamin,,1985.0,79.0,26.4,11.1,4.1,8.4,49.0,0.0,0.0,33.3,2.9,3.9,74.6,2.0,5.6,7.6,1.0,0.8,2.6,1.8,16.0
231,Bill Martin,,1985.0,66.0,10.5,5.0,2.2,4.5,48.0,0.0,0.1,0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,4.4
232,Bill Wennington,,1985.0,56.0,10.0,3.4,1.3,2.7,47.1,0.0,0.1,0,0.8,1.1,72.6,0.6,1.8,2.4,0.4,0.2,0.4,0.4,4.6
233,Blair Rasmussen,,1985.0,48.0,6.9,3.2,1.3,3.1,40.7,0.0,0.0,0,0.6,0.8,79.5,0.8,1.3,2.0,0.3,0.1,0.2,0.8,3.0
234,Bob Thornton,,1985.0,71.0,18.6,4.7,1.8,3.9,45.6,0.0,0.0,0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,5.6
235,Carey Scurry,,1985.0,78.0,15.0,4.7,1.8,3.9,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.1,1.0,0.8,1.2,6.8
236,Charles Oakley,,1985.0,77.0,23.0,9.6,3.6,7.0,51.9,0.0,0.0,0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,14.4
237,Chris Mullin,2011.0,1985.0,55.0,25.3,14.0,5.2,11.3,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.9,1.3,0.4,1.4,11.8
238,Detlef Schrempf,,1985.0,64.0,15.1,6.2,2.2,4.9,45.1,0.0,0.1,42.9,1.7,2.4,72.4,1.1,2.0,3.1,1.4,0.4,0.2,1.3,6.5
239,Dirk Minniefield,,1985.0,76.0,14.9,5.5,2.2,4.6,48.1,0.1,0.5,27,1.0,1.2,78.5,0.6,1.2,1.7,3.5,0.9,0.0,1.4,7.6
240,Dwayne McClain,,1985.0,45.0,10.2,3.5,1.5,4.0,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,2.8
241,Ed Pinckney,,1985.0,80.0,20.0,8.5,3.2,5.7,55.8,0.0,0.0,0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,9.4
242,Fred Cofield,,1985.0,45.0,10.4,3.7,1.7,4.1,40.8,0.1,0.3,20,0.3,0.4,60.0,0.1,0.9,1.0,1.8,0.4,0.1,1.1,3.3
243,Georgi Glouchkov,,1985.0,49.0,15.8,4.9,1.7,4.3,40.2,0.0,0.0,100,1.4,2.5,57.4,0.6,2.7,3.3,0.7,0.5,0.5,1.6,4.7
244,Gerald Wilkins,,1985.0,81.0,25.0,12.5,5.4,11.5,46.8,0.1,0.3,28,1.6,2.9,55.7,1.1,1.4,2.6,2.0,0.8,0.1,1.9,8.6
245,Jerry Reynolds,,1985.0,55.0,9.2,3.7,1.3,2.9,44.4,0.0,0.0,50,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,4.4
246,Joe Dumars,2006.0,1985.0,82.0,23.9,9.4,3.5,7.3,48.1,0.1,0.2,31.3,2.3,2.9,79.8,0.7,0.7,1.5,4.8,0.8,0.1,1.9,10.2
247,Joe Kleine,,1985.0,80.0,14.8,5.2,2.0,4.3,46.5,0.0,0.0,0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,7.1
248,John Battle,,1985.0,64.0,10.0,4.3,1.6,3.5,45.5,0.0,0.1,0,1.2,1.6,72.8,0.2,0.8,1.0,1.2,0.4,0.1,0.7,3.8
249,Jon Koncak,,1985.0,82.0,20.7,8.3,3.2,6.3,50.7,0.0,0.0,0,1.9,3.1,60.7,2.1,3.6,5.7,0.7,0.5,0.8,1.4,10.3
250,Karl Malone,2010.0,1985.0,81.0,30.6,14.9,6.2,12.5,49.6,0.0,0.0,0,2.4,5.0,48.1,2.1,6.7,8.9,2.9,1.3,0.5,3.4,16.1
251,Keith Lee,,1985.0,58.0,20.6,7.4,3.1,6.6,46.6,0.0,0.2,22.2,1.3,1.7,78.1,2.0,4.1,6.1,1.2,0.5,0.6,1.3,10.6
252,Ken Johnson,,1985.0,64.0,12.7,4.1,1.8,3.3,52.8,0.0,0.0,-,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,5.5
253,Lorenzo Charles,,1985.0,36.0,7.6,3.4,1.4,2.4,55.7,0.0,0.0,0,0.7,1.0,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,3.0
254,Manute Bol,,1985.0,80.0,26.1,3.7,1.6,3.5,46.0,0.0,0.0,0,0.5,1.1,48.8,1.5,4.4,6.0,0.3,0.3,5.0,0.8,12.1
255,Mike Phelps,,1985.0,70.0,12.6,4.0,1.7,4.1,40.9,0.0,0.2,8.3,0.6,1.1,59.5,0.4,0.9,1.3,1.0,0.6,0.0,0.9,3.2
256,Mike Smrek,,1985.0,38.0,10.7,2.8,1.2,3.2,37.7,0.0,0.1,0,0.4,0.8,55.2,1.2,1.7,2.9,0.5,0.2,0.6,0.8,3.9
257,Patrick Ewing,2008.0,1985.0,50.0,35.4,20.0,7.7,16.3,47.4,0.0,0.1,0,4.5,6.1,73.9,2.5,6.5,9.0,2.0,1.1,2.1,3.4,20.6
258,Pete Williams,,1985.0,53.0,10.8,2.8,1.3,2.1,60.4,0.0,0.0,-,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,5.0
259,Sam Vincent,,1985.0,57.0,7.6,3.2,1.0,2.8,36.4,0.0,0.1,25,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,2.9
260,Spud Webb,,1985.0,79.0,15.6,7.8,2.5,5.2,48.3,0.0,0.1,18.2,2.7,3.5,78.5,0.3,1.2,1.6,4.3,1.0,0.1,2.0,9.3
261,Steve Harris,,1985.0,57.0,8.5,4.5,1.8,4.1,44.2,0.0,0.1,20,0.9,0.9,92.6,0.4,0.6,1.0,0.9,0.4,0.1,0.6,3.9
262,Terry Catledge,,1985.0,64.0,17.1,7.7,3.2,6.7,46.9,0.0,0.1,0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,7.5
263,Terry Porter,,1985.0,79.0,15.4,7.1,2.7,5.7,47.4,0.2,0.5,31,1.6,2.0,80.6,0.4,1.0,1.5,2.5,1.0,0.0,1.3,7.4
264,Uwe Blab,,1985.0,48.0,8.5,2.6,0.9,2.0,46.8,0.0,0.0,0,0.8,1.4,53.7,0.5,1.4,1.9,0.4,0.1,0.3,0.6,2.9
265,Wayman Tisdale,,1985.0,81.0,28.1,14.7,6.4,12.4,51.5,0.0,0.0,0,2.0,2.9,68.4,2.4,4.9,7.2,1.0,0.4,0.5,2.3,14.6
266,Xavier McDaniel,,1985.0,82.0,33.0,17.1,7.0,14.3,49.0,0.0,0.1,20,3.0,4.4,68.7,3.7,4.2,8.0,2.4,1.2,0.5,3.0,17.4
267,Anthony Jones,,1986.0,65.0,13.2,5.0,2.0,5.0,41.3,0.1,0.3,35,0.8,1.0,76.9,0.6,1.0,1.6,1.1,0.7,0.3,0.8,4.7
268,Ben Coleman,,1986.0,68.0,15.1,6.6,2.7,4.6,58.1,0.0,0.0,0,1.3,1.8,72.7,1.5,2.8,4.2,0.5,0.5,0.5,1.4,8.6
269,Billy Thompson,,1986.0,59.0,12.9,5.6,2.4,4.4,54.4,0.0,0.0,0,0.8,1.3,64.9,1.2,1.7,2.9,1.0,0.3,0.5,1.0,6.8
270,Brad Daugherty,,1986.0,80.0,33.7,15.7,6.1,11.3,53.8,0.0,0.0,0,3.5,5.0,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,19.1
271,Brad Sellers,,1986.0,80.0,21.9,8.5,3.5,7.6,45.5,0.0,0.1,20,1.6,2.2,72.8,1.9,2.7,4.7,1.3,0.6,0.8,1.1,10.1
272,Buck Johnson,,1986.0,60.0,8.7,3.8,1.6,3.4,46.8,0.0,0.0,0,0.7,1.0,69.0,0.6,0.8,1.5,0.7,0.3,0.3,0.6,3.8
273,Chris Washburn,,1986.0,35.0,11.0,3.8,1.6,4.1,39.3,0.0,0.0,0,0.5,1.5,35.3,1.0,1.9,2.9,0.5,0.2,0.2,1.1,2.9
274,Chuck Person,,1986.0,82.0,36.0,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2.0,6.2,8.3,3.6,1.1,0.2,2.6,19.6
275,Clinton Smith,,1986.0,41.0,8.3,3.1,1.2,2.9,42.7,0.0,0.0,0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,3.4
276,Conner Henry,,1986.0,54.0,6.0,2.3,0.9,2.5,33.8,0.2,0.8,31,0.3,0.5,63.0,0.1,0.5,0.6,0.6,0.2,0.0,0.5,1.4
277,Dave Feitl,,1986.0,62.0,8.0,3.7,1.4,3.3,43.6,0.0,0.0,0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,3.4
278,David Wingate,,1986.0,77.0,20.9,8.8,3.4,7.8,43.0,0.2,0.7,25,1.9,2.6,74.1,0.9,1.1,2.0,2.0,1.2,0.3,1.7,7.5
279,Dell Curry,,1986.0,67.0,9.5,4.9,2.1,4.9,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.9,0.4,0.1,0.7,3.8
280,Dennis Rodman,2011.0,1986.0,77.0,15.0,6.5,2.8,5.1,54.5,0.0,0.0,0,1.0,1.6,58.7,2.1,2.2,4.3,0.7,0.5,0.6,1.2,8.5
281,Dwayne Washington,,1986.0,72.0,22.2,8.6,3.6,7.5,47.8,0.1,0.3,16.7,1.4,1.7,78.4,0.5,1.3,1.8,4.2,1.3,0.1,2.4,9.2
282,Grant Gondrezick,,1986.0,64.0,13.1,5.5,2.1,4.7,45.0,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1.0,1.7,1.3,0.4,0.1,0.9,4.9
283,Harold Pressley,,1986.0,67.0,13.6,4.6,2.0,4.7,42.3,0.1,0.4,25,0.5,0.7,72.9,1.0,1.6,2.6,1.8,0.6,0.3,0.9,6.1
284,Hot Rod Williams,,1986.0,80.0,33.9,14.6,5.4,11.2,48.5,0.0,0.0,0,3.7,5.0,74.5,2.8,5.1,7.9,1.9,0.7,2.1,1.7,18.4
285,Jeff Hornacek,,1986.0,80.0,19.5,5.3,2.0,4.4,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,4.5,0.9,0.1,1.9,8.4
286,John Salley,,1986.0,82.0,17.8,5.3,2.0,3.5,56.2,0.0,0.0,0,1.3,2.1,61.4,1.3,2.3,3.6,0.7,0.5,1.5,0.9,8.3
287,John Williams,,1986.0,78.0,22.7,9.2,3.6,8.0,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3.0,4.7,2.4,1.6,0.4,1.6,11.4
